ID	Value
HAD138	In\IN this\DT the\DT people\NNS whose\WP$ livelihood\NN was\VBD dependent\JJ on\IN land\NN &\CC farming\VBG were\VBD benefited\VBN .\.
HAD139	After\IN this\DT the\DT frontier\NN farmers\NNS and\CC in\IN the\DT last\JJ phase\NN small\JJ tenants\NNS were\VBD also\RB included\VBN in\IN this\DT program\NN .\.
HAD140	The\DT goal\NN of\IN the\DT program\NN was\VBD to\TO bring\VB economic\JJ strength\NN in\IN the\DT life\NN of\IN tenants\NNS of\IN poor\JJ strata\NN .\.
HAD141	Keeping\VBG this\DT in\IN mind\NN ,\, arrangements\NNS were\VBD made\VBN for\IN the\DT uninterrupted\JJ monitoring\NN of\IN the\DT program\NN .\.
HAD142	Every\DT fortnight\JJ technical\JJ guidance\NN for\IN work\NN is\VBZ given\VBN by\IN the\DT farm\NN supervisors\NNS .\.
HAD143	Farmer\NN Shankar\NNP Mali\NNP says\VBZ that\IN the\DT program\NN ``\`` self\JJ farm\NN self\JJ work\NN ``\`` has\VBZ entirely\RB changed\VBN the\DT situation\NN of\IN the\DT farmers\NNS .\.
HAD144	He\PRP says\VBZ that\IN after\IN the\DT beginning\NN of\IN this\DT program\NN under\IN MANREGA\NNP for\IN any\DT kind\NN of\IN work\NN the\DT farmers\NNS did\VBD not\RB have\VB to\TO face\VB the\DT crisis\NN of\IN workers\NNS .\.
HAD145	The\DT amazing\JJ thing\NN is\VBZ that\IN there\EX is\VBZ record\NN grain\NN production\NN even\RB where\WRB there\EX were\VBD only\JJ bushes\NNS .\.
HAD146	The\DT farmers\NNS are\VBP now\RB strengthening\VBG their\PRP$ livelihood\NN by\IN taking\VBG twin\NN crops\NNS from\IN their\PRP$ farms\NNS .\.
HAD147	Now\RB along\IN with\IN improvements\NNS in\IN the\DT economic\JJ condition\NN of\IN the\DT villagers\NNS ,\, money\NN is\VBZ also\RB being\VBG saved\VBN .\.
HAD148	Village\NN farmer\NN Arvind\NNP Jat\NNP said\VBD that\IN they\PRP had\VBD to\TO face\VB a\DT lot\NN of\IN difficulties\NNS because\IN of\IN the\DT lack\NN of\IN route\NN for\IN transportation\NN .\.
HAD149	They\PRP had\VBD to\TO bring\VB the\DT seeds\NNS to\NN the\DT farm\NN from\IN the\DT main\JJ street\NN by\IN keeping\VBG them\PRP on\IN their\PRP$ heads\NNS and\CC walking\VBG two\CD kilometers\NNS but\CC now\RB there\EX is\VBZ no\DT problem\NN because\IN of\IN the\DT gravel\JJ street\NN made\VBN under\IN the\DT MANREGA\NNP scheme\NN .\.
HAD150	To\TO get\VB the\DT increased\JJ and\CC quality\JJ produce\NN of\IN onion\NN it\PRP is\VBZ necessary\JJ to\TO prepare\VB a\DT nursery\NN using\VBG healthy\JJ and\CC high\JJ quality\NN of\IN seeds\NNS .\.
HAD151	Because\IN the\DT production\NN of\IN good\JJ and\CC more\RBR stable\JJ and\CC salable\JJ crop\NN is\VBZ the\DT goal\NN of\IN a\DT farmer\NN .\.
HAD152	That\DT is\VBZ why\WRB the\DT importance\NN of\IN the\DT production\NN of\IN high\JJ quality\NN seeds\NNS increases\VBZ all\PDT the\DT more\JJR .\.
HAD153	If\IN the\DT seeds\NNS are\VBP of\IN high\JJ quality\NN then\RB its\PRP$ production\NN will\MD also\RB be\VB high\JJ &\CC good\JJ with\IN which\WDT the\DT farmer\NN will\MD be\VB benefited\VBN more\JJR .\.
HAD154	Actually\RB not\RB many\JJ people\NNS eat\VBP onions\NNS .\.
HAD155	Yet\CC it\PRP is\VBZ called\VBN the\DT `\`` Queen\NN of\IN Kitchen\NN `\`` .\.
HAD156	To\TO prepare\VB the\DT seed\NN ,\, good\JJ variety\NN of\IN condyle\NN of\IN onion\NN is\VBZ transplanted\VBN in\IN the\DT month\NN of\IN October\NNP which\WDT gets\VBZ prepared\VBN in\IN April\NNP .\.
HAD157	After\IN preparing\VBG the\DT field\NN the\DT condyle\NN of\IN onion\NN is\VBZ transplanted\VBN in\IN such\JJ a\DT manner\NN as\IN that\DT of\IN potatoes\NNS .\.
HAD158	This\DT crop\NN needs\VBZ little\JJ irrigation\NN along\IN with\IN one\CD to\TO two\CD times\NNS of\IN weeding\NN and\CC sowing\NN .\.
HAD159	Alongside\IN anti\JJ fungal\JJ medicine\NN is\VBZ also\RB sprayed\VBN once\RB or\CC twice\RB .\.
HAD160	The\DT onions\NNS get\VBP ready\JJ in\IN six\CD months\NNS .\.
HAD161	Selling\VBG the\DT fresh\JJ onions\NNS dug\VBD from\IN farm\NN itself\PRP yields\VBZ 200-300\CD bucks\NNS per\IN quintal\NN .\.
HAD162	The\DT same\JJ onions\NNS are\VBP sold\VBN at\IN five\CD to\TO six\CD hundred\CD bucks\NNS per\IN quintal\NN when\WRB stored\VBN for\IN months\NNS .\.
HAD163	That\DT is\VBZ why\WRB it\PRP is\VBZ more\RBR profitable\JJ to\TO sell\VB the\DT onions\NNS after\IN storing\VBG them\PRP .\.
HAD164	Black\NNP and\CC loamy\JJ soil\NN is\VBZ more\RBR useful\JJ for\IN the\DT production\NN of\IN onions\NNS and\CC seeds\NNS .\.
HAD165	Polythene\NN mulching\VBG crop\NN production\NN technology\NN employs\VBZ many\JJ complex\JJ works\NNS .\.
HAD166	By\IN adopting\VBG the\DT right\JJ methods\NNS and\CC specifications\NNS of\IN this\DT technology\NN both\DT groundnut\JJ production\NN and\CC its\PRP$ productivity\NN can\MD be\VB increased\VBN in\IN India\NNP .\.
HAD167	There\EX are\VBP a\DT lot\NN of\IN seed\NN and\CC soil\NN borne\VBD diseases\NNS in\IN groundnut\NN .\.
HAD168	Which\WDT harms\VBZ the\DT sprout\VBP as\RB well\RB as\IN the\DT sapling\NN to\TO a\DT great\JJ extent\NN .\.
HAD169	The\DT treatment\NN of\IN the\DT seeds\NNS shall\MD be\VB done\VBN a\DT week\NN before\IN sowing\NN .\.
HAD170	In\IN normal\JJ conditions\NNS the\DT groundnut\NN crop\NN requires\VBZ approximately\RB 400-500\CD mm\NN of\IN water\NN .\.
HAD171	The\DT availability\NN of\IN sufficient\JJ water\NN increases\VBZ the\DT yielding\JJ capacity\NN of\IN the\DT produce\NN at\IN the\DT important\JJ phases\NNS of\IN flowering\NN ,\, fruit\NN and\CC maturity\NN .\.
HAD172	Droplet\NN and\CC fountain\NN irrigation\NN technique\NN is\VBZ the\DT best\JJS in\IN polythene\NN mulching\VBG technique\NN .\.
HAD173	The\DT wastage\NN of\IN 40-50\CD percent\NN water\NN through\IN irrigation\NN in\IN groundnut\NN production\NN is\VBZ either\CC through\IN evaporation\NN or\CC discharge\VB .\.
HAD174	With\IN this\DT polythene\NN mulching\VBG technique\NN the\DT wastage\NN of\IN water\NN through\IN evaporation\NN can\MD be\VB made\VBN less\JJR .\.
HAD175	The\DT crop\NN grown\VBN through\IN polythene\JJ mulching\JJ technique\NN matures\VBZ 7-8\CD days\NNS before\IN the\DT crop\NN grown\VBN through\IN simple\JJ technique\NN .\.
HAD176	The\DT harvesting\NN can\MD be\VB done\VBN in\IN a\DT simple\JJ way\NN through\IN plucking\VBG the\DT plants\NNS with\IN hands\NNS or\CC with\IN bullock\NN or\CC tractor\NN run\NN harvester\NN .\.
HAD177	The\DT biggest\JJS threat\NN for\IN the\DT future\NN of\IN farming\VBG in\IN India\NNP is\VBZ that\IN of\IN water\NN .\.
HAD178	In\IN the\DT recent\JJ years\NNS radical\JJ changes\NNS in\IN the\DT rainy\NN season\NN has\VBZ become\VBN a\DT common\JJ incident\NN .\.
HAD179	If\IN it\PRP happens\VBZ consistently\RB then\RB it\PRP shall\MD pose\VB as\IN a\DT threat\NN on\IN the\DT food\NN security\NN and\CC livelihood\NN of\IN lakhs\NNS of\IN Indians\NNPS .\.
HAD180	The\DT biggest\JJS weapon\NN with\IN the\DT farmers\NNS in\IN such\JJ a\DT complication\NN is\VBZ the\DT water\NN saving\NN technique\NN .\.
HAD181	Polythene\NN mulching\JJ technique\NN is\VBZ the\DT beginning\NN of\IN an\DT innovative\JJ phase\NN .\.
HAD182	With\IN the\DT progress\NN in\IN technology\NN our\PRP$ knowledge\NN of\IN beauty\NN is\VBZ also\RB increasing\VBG .\.
HAD183	In\IN today\NN `s\POS scientific\JJ age\NN the\DT growing\NN of\IN flowers\NNS ,\, fruits\NNS ,\, vegetables\NNS and\CC decorative\JJ &\CC attractive\JJ plants\NNS within\IN farming\VBG technology\NN is\VBZ called\VBN ``\`` Horticulture\NNP ``\`` .\.
HAD184	The\DT branch\NN associated\VBN with\IN the\DT promotion\NN and\CC management\NN of\IN trees\NNS ,\, bushes\NNS ,\, leaves\NNS ,\, greenery\NN and\CC flowery\NN plants\NNS under\IN horticulture\NN is\VBZ called\VBN ``\`` Floriculture\NNP ``\`` .\.
HAD185	Because\IN of\IN the\DT changing\VBG social\JJ values\NNS of\IN today\NN the\DT demand\NN and\CC use\NN of\IN flowers\NNS has\VBZ increased\VBN .\.
HAD186	Because\IN of\IN the\DT various\JJ uses\NNS like\IN festivals\NNS ,\, decoration\NN ,\, medicinal\JJ value\NN ,\, oil\NN ,\, perfume\NN etc.\FW there\EX is\VBZ increase\NN in\IN the\DT demand\NN of\IN fruits\NNS and\CC leaves\NNS .\.
HAD187	There\EX is\VBZ imbalance\NN in\IN the\DT nature\NN because\IN of\IN the\DT increasing\VBG population\NN in\IN towns\NNS ,\, residences\NNS and\CC transportation\NN .\.
HAD188	Today\NN gardening\NN is\VBZ not\RB our\PRP$ hobby\NN it\PRP has\VBZ become\VBN our\PRP$ need\NN .\.
HAD189	Which\WDT not\RB only\RB provides\VBZ beauty\NN and\CC greenery\NN to\TO the\DT environment\NN but\CC also\RB regulates\VBZ the\DT increasing\VBG temperature\NN .\.
HAD190	It\PRP controls\VBZ the\DT land\NN erosion\NN .\.
HAD191	In\IN the\DT increasing\VBG synthetic\JJ environment\NN flowers\NNS and\CC plants\NNS build\VBP beauty\NN and\CC vividness\NN .\.
HAD192	These\DT gardens\NNS are\VBP our\PRP$ vigilant\JJ today\NN in\IN protecting\VBG the\DT environment\NN .\.
HAD193	Today\NN we\PRP have\VBP ample\JJ space\NN but\CC with\IN lack\NN of\IN proper\JJ knowledge\NN of\IN ornamented\JJ horticulture\NN we\PRP can\MD not\RB progress\VB in\IN every\DT field\NN .\.
HAD194	Attracting\VBG the\DT youngsters\NNS attention\NN in\IN this\DT direction\NN is\VBZ correct\JJ so\IN that\IN the\DT girls\NNS and\CC boys\NNS interested\JJ in\IN gardening\NN can\MD adopt\VB it\PRP in\IN a\DT professional\JJ way\NN .\.
HAD195	According\VBG to\TO personal\JJ interest\NN ornamented\VBN gardening\NN can\MD be\VB done\VBN in\IN the\DT empty\JJ spaces\NNS near\IN the\DT home\NN .\.
HAD196	Today\NN space\NN is\VBZ left\VBN for\IN the\DT parks\NNS emerging\VBG colonies\NNS of\IN every\DT town\NN and\CC cities\NNS .\.
HAD197	Where\WRB the\DT beauty\NN can\MD be\VB increased\VBN by\IN developing\VBG the\DT ornamented\JJ horticulture\NN .\.
HAD198	It\PRP should\MD be\VB noted\VBN to\TO keep\VB proper\JJ place\NN for\IN walking\NN and\CC sufficient\JJ space\NN for\IN the\DT children\NNS to\TO play\VB .\.
HAD199	It\PRP is\VBZ essential\JJ to\TO make\VB gardens\NNS near\IN every\DT industrial\JJ area\NN to\TO keep\VB away\RB from\IN pollution\NN .\.
HAD200	There\EX such\JJ species\NNS of\IN plants\NNS should\MD be\VB planted\VBN which\WDT can\MD resist\VB all\PDT the\DT seasons\NNS and\CC provide\VB greenery\NN and\CC fresh\JJ air\NN .\.
HAD201	The\DT specificity\NN of\IN the\DT ornamented\JJ garden\NN should\MD be\VB that\IN the\DT viewers\NNS should\MD get\VB amazed\VBN by\IN looking\VBG at\IN it\PRP .\.
HAD202	It\PRP should\MD also\RB have\VB a\DT collection\NN of\IN important\JJ species\NNS of\IN plants\NNS .\.
HAD203	At\IN present\JJ ornamented\JJ gardening\NN is\VBZ the\DT prime\JJ concern\NN of\IN our\PRP$ environment\NN conservation\NN .\.
HAD204	It\PRP has\VBZ become\VBN evident\JJ through\IN the\DT report\NN of\IN United\NNP Nations\NNPS food\NN and\CC agriculture\NN organization\NN that\IN water\NN logging\VBG of\IN the\DT 27\CD million\CD tonne\JJ eroded\VBN soil\NN is\VBZ when\WRB the\DT soil\NN becomes\VBZ alkaline\JJ .\.
HAD205	There\EX is\VBZ big\JJ part\NN of\IN land\NN among\IN the\DT land\NN fit\NN for\IN farming\NN which\WDT is\VBZ saline\NN and\CC alkaline\NN .\.
HAD206	Its\PRP$ total\JJ area\NN is\VBZ approximately\RB seven\CD million\CD hectares\NNS .\.
HAD207	The\DT fertility\NN of\IN the\DT soil\NN degrades\VBZ because\IN of\IN the\DT excess\NN of\IN soluble\JJ salts\NNS of\IN sulphate\NN and\CC chloride\NN in\IN the\DT soil\NN .\.
HAD208	Excess\JJ use\NN of\IN water\NN in\IN agriculture\NN and\CC water\NN logging\VBG instead\RB of\IN making\VBG the\DT soil\NN fertile\JJ turns\VBZ it\PRP into\IN saline\NN soil\NN .\.
HAD209	Although\IN several\JJ programs\NNS such\JJ as\IN land\NN reform\NN program\NN ,\, barren\JJ land\NN reform\NN program\NN and\CC many\JJ other\JJ programs\NNS are\VBP being\VBG run\VBN by\IN the\DT central\JJ government\NN .\.
HAD210	Yet\CC it\PRP is\VBZ a\DT big\JJ challenge\NN in\IN front\NN of\IN the\DT world\NN to\TO stop\VB the\DT desertification\NN of\IN land\NN .\.
HAD211	The\DT soil\NN has\VBZ four\CD layers\NNS .\.
HAD212	The\DT first\JJ or\CC the\DT uppermost\JJS layer\NN is\VBZ made\VBN from\IN small\JJ soil\NN particles\NNS and\CC the\DT remains\NNS of\IN rotten\JJ plants\NNS and\CC animals\NNS .\.
HAD213	This\DT layer\NN is\VBZ significant\JJ for\IN crop\NN production\NN .\.
HAD214	These\DT days\NNS special\JJ emphasis\NN for\IN the\DT investigation\NN of\IN soil\NN is\VBZ laid\VBN from\IN the\DT Indian\JJ government\NN .\.
HAD215	Apart\RB from\IN this\DT camps\NNS are\VBP also\RB being\VBG organized\VBN in\IN the\DT villages\NNS to\TO educate\VB the\DT farmers\NNS .\.
HAD216	Because\IN soil\NN investigation\NN is\VBZ the\DT basis\NN for\IN the\DT management\NN decisions\NNS concerning\VBG fertilizers\NNS related\VBN needs\NNS .\.
HAD217	In\IN India\NNP central\JJ laboratory\NN is\VBZ established\VBN in\IN Karnataka\NNP ,\, Assam\NNP ,\, Keral\NNP ,\, Tamilnadu\NNP ,\, Haryana\NNP and\CC Orissa\NNP .\.
HAD218	Apart\RB from\IN this\DT laboratories\NNS are\VBP being\VBG run\VBN in\IN different\JJ states\NNS .\.
HAD219	The\DT presence\NN of\IN minerals\NNS like\IN nitrogen\NN ,\, potassium\NN and\CC phosphorous\NN is\VBZ viewed\VBN in\IN the\DT fertility\NN of\IN the\DT soil\NN .\.
HAD220	Because\IN of\IN the\DT irrigation\NN mismanagement\NN in\IN India\NNP approximately\RB six-seven\CD million\CD hectare\NN land\NN is\VBZ affected\VBN from\IN salinity\NN .\.
HAD221	West\NNP Bengal\NNP ,\, UP\NNP ,\, Bihar\NNP and\CC the\DT North\NNP Eastern\NNP states\NNS of\IN the\DT country\NN face\VBP the\DT problem\NN of\IN water\NN logging\VBG .\.
HAD222	For\IN a\DT prolonged\JJ time\NN the\DT uneven\JJ territory\NN remains\VBZ flooded\VBN with\IN rainy\JJ water\NN .\.
HAD223	Like\IN wise\JJ it\PRP becomes\VBZ harder\RBR during\IN summer\NN .\.
HAD224	In\IN such\PDT a\DT situation\NN its\PRP$ acidity\NN increases\NNS and\CC farming\NN could\MD not\RB be\VB possible\JJ .\.
HAD225	If\IN this\DT problem\NN is\VBZ neutralized\VBN then\RB there\EX will\MD be\VB unexpected\JJ increase\NN in\IN the\DT crop\NN production\NN .\.
HAD226	There\EX becomes\VBZ lack\NN of\IN nutritive\JJ elements\NNS in\IN acidic\JJ soil\NN .\.
HAD227	The\DT possibility\NN of\IN soil\NN erosion\NN increases\NNS with\IN this\DT .\.
HAD228	In\IN the\DT changing\VBG scenario\NN there\EX remains\VBZ flood\NN and\CC famine\NN situation\NN with\IN fluctuation\NN in\IN the\DT activity\NN of\IN monsoon\NN .\.
HAD229	The\DT arable\JJ land\NN gets\VBZ affected\VBN due\JJ to\TO flood\NN .\.
HAD230	The\DT top\JJ layer\NN of\IN the\DT soil\NN is\VBZ washed\VBN away\RB with\IN the\DT flowing\JJ water\NN of\IN the\DT flood\NN .\.
HAD231	Other\JJ small\JJ particles\NNS along\IN with\IN nitrogen\NN ,\, phosphorous\JJ ,\, potash\JJ ,\, calcium\NN and\CC magnesium\NN in\IN the\DT soil\NN flow\VBP with\IN the\DT flowing\JJ water\NN .\.
HAD232	With\IN this\DT the\DT land\NN of\IN the\DT farmers\NNS become\VBP infertile\JJ .\.
HAD233	In\IN such\PDT a\DT situation\NN in\IN order\NN to\TO save\VB the\DT soil\NN the\DT most\RBS appropriate\JJ way\NN is\VBZ to\TO adopt\VB a\DT crop\NN cycle\NN which\WDT is\VBZ favorable\JJ to\TO the\DT soil\NN .\.
HAD234	In\IN order\NN to\TO be\VB safe\JJ from\IN the\DT water\NN borne\VBD erosion\NN ,\, more\JJR farming\NN of\IN rooted\JJ crops\NNS shall\MD be\VB done\VBN .\.
HAD235	In\IN order\NN to\TO stop\VB the\DT high\JJ speed\NN flow\NN of\IN water\NN in\IN the\DT flood\NN affected\VBD area\NN dams\NNS are\VBP built\VBN at\IN places\NNS .\.
HAD236	The\DT farmers\NNS working\VBG on\IN Parcener\NNP farming\NN should\MD be\VB specially\RB assisted\VBN in\IN building\VBG small\JJ barriers\NNS .\.
HAD237	The\DT agriculture\NN scientists\NNS believe\VBP that\IN the\DT first\JJ food\NN of\IN plants\NNS is\VBZ water\NN .\.
HAD238	It\PRP transmits\VBZ the\DT elements\NNS present\JJ in\IN the\DT soil\NN in\IN the\DT form\NN of\IN food\NN to\TO the\DT plants\NNS .\.
HAD239	It\PRP is\VBZ essential\JJ for\IN the\DT soil\NN to\TO have\VB appropriate\JJ humidity\NN .\.
HAD240	That\DT is\VBZ why\WRB water\NN management\NN is\VBZ most\RBS essential\JJ .\.
HAD241	Undoubtedly\NNP after\IN green\JJ revolution\NN there\EX is\VBZ three\CD to\TO four\CD times\NNS increase\NN in\IN the\DT production\NN capacity\NN .\.
HAD242	Its\PRP$ chief\NN reasons\NNS have\VBP been\VBN the\DT choice\NN of\IN high\JJ quality\NN seeds\NNS ,\, fertilizers\NNS ,\, insecticides\NNS ,\, irrigation\NN etc\FW .\.
HAD243	In\IN a\DT desire\NN for\IN more\JJR production\NN all\PDT the\DT farmers\NNS have\VBP recklessly\RB started\VBN using\VBG chemical\NN fertilizers\NNS .\.
HAD244	With\IN this\DT production\NN increased\VBD for\IN a\DT while\NN but\CC the\DT fertility\NN of\IN the\DT soil\NN degraded\JJ which\WDT could\MD be\VB a\DT danger\NN for\IN the\DT future\NN .\.
HAD245	More\JJR and\CC more\JJR use\NN of\IN green\JJ manure\NN should\MD be\VB there\RB in\IN the\DT farm\NN .\.
HAD246	The\DT inclusion\NN of\IN different\JJ kinds\NNS biological\JJ elements\NNS of\IN the\DT field\NN in\IN this\DT .\.
HAD247	The\DT strength\NN of\IN the\DT soil\NN increases\NNS and\CC the\DT production\NN is\VBZ also\RB more\JJR .\.
HAD248	Similarly\RB in\IN the\DT direction\NN of\IN soil\NN conservation\NN biological\JJ farming\NN is\VBZ most\RBS significant\JJ .\.
HAD249	Where\WRB the\DT farmers\NNS can\MD get\VB quality\JJ produce\NN through\IN biological\JJ farming\NN ,\, they\PRP can\MD also\RB increase\VB the\DT fertility\NN of\IN the\DT soil\NN .\.
HAD250	The\DT plants\NNS get\VBP all\DT the\DT necessary\JJ and\CC significant\JJ &\CC micro\JJ nutritive\JJ elements\NNS by\IN using\VBG biological\JJ fertilizers\NNS .\.
HAD251	There\EX is\VBZ increase\NN in\IN all\PDT the\DT beneficial\JJ organisms\NNS present\JJ in\IN the\DT soil\NN .\.
HAD252	Seeing\VBG the\DT significance\NN of\IN biological\JJ farming\NN the\DT central\NN and\CC the\DT state\NN government\NN is\VBZ promoting\VBG it\PRP through\IN several\JJ programs\NNS .\.
HAD253	Not\RB only\RB this\DT the\DT price\NN of\IN biological\JJ produce\NN is\VBZ also\RB getting\VBG more\RBR as\IN compared\VBN to\TO the\DT other\JJ products\NNS .\.
HAD254	We\PRP get\VBP to\TO know\VB about\IN the\DT availability\NN level\NN of\IN the\DT necessary\JJ nutritive\JJ elements\NNS of\IN the\DT plants\NNS through\IN soil\NN fertility\NN .\.
HAD255	Generally\RB the\DT soil\NN fertility\NN depends\VBZ upon\IN the\DT physical\JJ ,\, chemical\JJ and\CC biological\JJ qualities\NNS .\.
HAD256	There\EX is\VBZ lack\NN of\IN nitrogen\NN in\IN the\DT soil\NN of\IN country\NN everywhere\RB .\.
HAD257	Along\IN with\IN nitrogen\NN comprehensive\JJ lack\NN of\IN phosphorous\NN has\VBZ been\VBN felt\VBN in\IN many\JJ areas\NNS .\.
HAD258	Primarily\RB lack\NN of\IN zinc\NN and\CC ferrous\NN in\IN several\JJ micro\NN nutritive\JJ elements\NNS is\VBZ seen\VBN in\IN many\JJ areas\NNS of\IN the\DT country\NN .\.
HAD259	Lack\NN of\IN zinc\NN is\VBZ primarily\RB in\IN the\DT soils\NNS of\IN Punjab\NNP ,\, UP\NNP ,\, Uttarakhand\NNP ,\, Andhra\NNP Pradesh\NNP ,\, Bihar\NNP ,\, Tamil\NNP Nadu\NNP ,\, Gujrat\NNP and\CC Madhya\NNP Pradesh\NNP .\.
HAD260	It\PRP is\VBZ also\RB remarkable\JJ here\RB that\IN `\`` Khaira\NNP `\`` disease\NN and\CC the\DT yellowing\NN of\IN wheat\NN leaves\NNS is\VBZ because\IN of\IN the\DT lack\NN of\IN zinc\NN .\.
HAD261	In\IN our\PRP$ country\NN ,\, the\DT lack\NN of\IN zinc\NN is\VBZ primarily\RB found\VBN in\IN lime\JJ soil\NN and\CC the\DT soil\NN with\IN bad\JJ drainage\NN .\.
HAD262	There\EX is\VBZ less\JJR use\NN of\IN cow\NN dung\NN manure\NN and\CC animal\NN `s\POS excreta\NN &\CC bed\NN in\IN the\DT farms\NNS .\.
HAD263	Consequently\RB there\EX is\VBZ ever\RB increasing\VBG lack\NN of\IN organic\JJ elements\NNS in\IN the\DT soil\NN .\.
HAD264	Because\IN of\IN lack\NN of\IN organic\JJ elements\NNS in\IN the\DT soil\NN ,\, the\DT present\JJ beneficial\JJ organisms\NNS and\CC creature-animals\NNS shall\MD become\VB extinct\JJ .\.
HAD265	Due\JJ to\TO lack\NN of\IN micro\NN nutritive\JJ elements\NNS the\DT produce\NN of\IN cereals\NNS ,\, pulses\NNS ,\, oil\NN seeds\NNS and\CC horticulture\NN is\VBZ getting\VBG affected\VBN .\.
HAD266	In\IN spite\NN of\IN excess\JJ use\NN of\IN nitrogen\NN and\CC phosphorous\NN fertilizers\NNS there\EX is\VBZ no\DT increase\NN in\IN our\PRP$ crop\NN production\NN .\.
HAD267	In\IN some\DT parts\NNS there\EX is\VBZ excess\NN of\IN deficiency\NN in\IN the\DT number\NN of\IN beneficial\JJ organisms\NNS in\IN the\DT soil\NN due\JJ to\TO irrigation\NN with\IN saline\JJ water\NN .\.
HAD268	Because\IN of\IN the\DT similar\JJ crop\NN cycle\NN in\IN farming\VBG every\DT year\NN there\EX is\VBZ increase\NN in\IN the\DT number\NN of\IN harmful\JJ micro\JJ organisms\NNS .\.
HAD269	In\IN the\DT north-western\JJ and\CC north-eastern\JJ states\NNS of\IN India\NNP ,\, under\IN intensive\JJ farming\NN system\NN this\DT problem\NN is\VBZ becoming\VBG more\RBR serious\JJ .\.
HAD270	The\DT farmers\NNS should\MD regularly\RB testify\VB the\DT soil\NN while\IN adopting\VBG intensive\JJ agriculture\NN system\NN .\.
HAD271	The\DT fertility\NN of\IN soil\NN can\MD also\RB be\VB increased\VBN by\IN adopting\VBG appropriate\JJ crop\NN cycle\NN .\.
HAD272	Pulses\NNS should\MD also\RB be\VB grown\VBN along\IN with\IN cereals\NNS in\IN crop\NN cycle\NN .\.
HAD273	pulse\NN crops\NNS increases\VBZ the\DT amount\NN of\IN nitrogen\NN in\IN atmosphere\NN .\.
HAD274	At\IN the\DT same\JJ time\NN increases\VBZ the\DT amount\NN of\IN organic\JJ elements\NNS for\IN prosperpus\JJ and\CC stable\JJ farming\NN .\.
HAD275	For\IN this\DT full\JJ and\CC wide\JJ publicity\NN is\VBZ needed\VBN so\RB that\IN the\DT farmers\NNS are\VBP tend\VB towards\IN this\DT .\.
HAD276	One\CD should\MD get\VB the\DT soil\NN of\IN their\PRP$ farm\NN tested\VBN in\IN laboratory\NN to\TO know\VB about\IN the\DT fertility\NN of\IN the\DT soil\NN .\.
HAD277	The\DT precision\NN of\IN the\DT amount\NN of\IN manures\NNS and\CC fertilizers\NNS should\MD be\VB made\VBN only\RB on\IN the\DT basis\NN of\IN the\DT testing\NN of\IN the\DT farm\NN soil\NN .\.
HAD278	It\PRP helps\VBZ to\TO maintain\VB a\DT balance\NN between\IN the\DT soil\NN health\NN and\CC its\PRP$ fertility\NN .\.
HAD279	It\PRP will\MD also\RB put\VB an\DT end\NN to\TO the\DT unnecessary\JJ use\NN of\IN fertilizers\NNS .\.
HAD280	This\DT facility\NN is\VBZ freely\RB available\JJ in\IN the\DT nearest\JJS agriculture\NN universities\NNS ,\, agricultural\JJ research\NN centers\NNS and\CC agriculture\NN scientific\JJ centers\NNS .\.
HAD281	We\PRP get\VBP the\DT following\VBG information\NN with\IN soil\NN testing\NN .\.
HAD282	The\DT soil\NN is\VBZ classified\VBN into\IN acidic\JJ ,\, alkaline\JJ and\CC neutral\JJ on\IN the\DT basis\NN of\IN pH\NN value\NN .\.
HAD283	Just\RB as\IN the\DT pH\NN of\IN different\JJ soils\NNS is\VBZ different\JJ similarly\RB the\DT plants\NNS have\VBP different\JJ pH\NN needs\NNS .\.
HAD284	We\PRP get\VBP the\DT knowledge\NN of\IN the\DT position\NN of\IN nitrogen\NN ,\, phosphorous\NN ,\, potash\NN ,\, sulphur\NN and\CC other\JJ micro\JJ nutrients\NNS like\IN zinc\NN ,\, iron\NN and\CC manganese\NN through\IN soil\NN testing\NN .\.
HAD285	Soil\NN is\VBZ a\DT very\RB significant\JJ natural\JJ resource\NN .\.
HAD286	The\DT basis\NN of\IN farming\NN is\VBZ soil\NN and\CC water\NN .\.
HAD287	While\IN deciding\VBG the\DT scale\NN of\IN development\NN and\CC prosperity\NN of\IN future\JJ opportunities\NNS ,\, the\DT present\JJ society\NN should\MD also\RB be\VB thought\VBN upon\IN .\.
HAD288	If\IN proper\JJ care\NN is\VBZ not\RB paid\VBN towards\IN soil\NN management\NN ,\, the\DT next\JJ generation\NN shall\MD have\VB no\DT escape\NN from\IN famine\NN ,\, malnutrition\NN and\CC starvation\NN .\.
HAD289	Looking\VBG at\IN the\DT present\JJ scenario\NN it\PRP is\VBZ absolutely\RB necessary\JJ to\TO save\VB the\DT decreasing\VBG fertility\NN of\IN the\DT soil\NN .\.
HAD290	Then\RB only\RB stable\JJ and\CC perpetual\JJ production\NN will\MD be\VB possible\JJ .\.
HAD291	From\IN the\DT past\JJ several\JJ years\NNS the\DT crop\NN production\NN is\VBZ either\RB stable\JJ or\CC decreasing\VBG the\DT chief\JJ reason\NN behind\IN which\WDT is\VBZ the\DT deteriorating\VBG health\NN and\CC decreasing\VBG fertility\NN of\IN farmland\NN .\.
