ID	Value
HAD327	సాంఘిక\N_NN సాంకేతిక\N_NN విజ్ఞానాన్ని\N_NN ఉపయోగించి\V_VM_VNF పంటల\N_NN ఉత్పత్తిని\N_NN పెంచవచ్చు\V_VM_VF .\RD_PUNC
HAD328	సమగ్ర\JJ ఉత్పాదనను\N_NN పెంచే\V_VM_VNF కృషిని\N_NN అమలుకు\N_NN ఎంపిక\N_NN చేసిన\V_VM_VNF ప్రతి\JJ గ్రామంలో\N_NN ఉత్పాదకతాయాత్రనుకూడా\N_NN చేయాలి\V_VM_VF .\RD_PUNC
HAD329	ఇదేకాదు\V_VM_VF విత్తనాలు\N_NN లేక\CC_CCD పాల\N_NN సంఘాలను\N_NN ఏర్పాటు\N_NN చేసి\V_VM_VNF రైతులను\N_NN అనుసంధించాలి\V_VM_VF మరియు\CC_CCD వారికి\PR_PRP ఒకే\QT_QTC రకమైన\JJ కార్యవిధుల\N_NN నిర్దేశం\N_NN కోసం\PSP ప్రోత్సహించాలి\V_VM_VF .\RD_PUNC
HAD33	వీటిలో\PR_PRP 62\QT_QTC శాతం\N_NN కంటె\PSP ఎక్కువ\QT_QTF భాగం\N_NN చిన్న\JJ మరియు\CC_CCD ఉపాంత\N_NN రైతులవే\N_NN .\RD_PUNC
HAD330	వ్యవసాయ\N_NN ఉత్పాదకతను\N_NN పెంచడానికి\V_VM_VNG దేశంలో\N_NN సాధనాలు\N_NN కొరతలేదు\V_VM_VF .\RD_PUNC
HAD331	సాంకేతికత\JJ మరియు\CC_CCD సామూహిక\JJ కృషితో\N_NN వ్యవసాయోత్పత్తి\N_NN మరియు\CC_CCD ఉత్పాదకతలను\N_NN పెంచవచ్చు\V_VM_VF .\RD_PUNC
HAD332	బంజరు\N_NN భూమిని\N_NN సంస్కరించి\V_VM_VNF పంటలనాటు\N_NN చేయించడంకూడా\V_VM_VNG లాభదాయకమవుతుంది\V_VM_VF .\RD_PUNC
HAD333	ఉత్తమమైన\JJ కృషి\N_NN సాంకేతికత,\N_NN గ్రామాల\N_NN ఎంపిక\N_NN తగిన\JJ సమయంలో\N_NN చేయాలి\V_VM_VF .\RD_PUNC
HAD334	మనది\PR_PRP వ్యవసాయ\N_NN ప్రధాన\JJ దేశం\N_NN .\RD_PUNC
HAD335	దేశౌన్నత్యం\N_NN వ్యవసాయ\N_NN ఔన్నత్యంతో\N_NN ముడిపడి\V_VM_VNF ఉన్నది\V_VM_VF .\RD_PUNC
HAD336	ఉత్తమమైన\JJ వ్యవసాయ\N_NN సాంకేతికతలే\N_NN ఉన్నత\JJ శిఖరాలకు\N_NN తీసుకొని\V_VM_VNF వెళుతుంది\V_VM_VF .\RD_PUNC
HAD337	వ్యవసాయాన్ని\N_NN లాభదాయకమైన\JJ వృత్తిగా\RB చేయటానికి\V_VM_VNG వ్యవసాయాధికారుల\N_NN శ్రద్ధ\N_NN దృఢ\N_NN సంకల్పంతో\N_NN కార్యరూపం\N_NN దాల్చాలి\V_VM_VF .\RD_PUNC
HAD338	సాగునీటి\N_NN సమస్యనుండి\N_NN విముక్తిని\N_NN పొందడానికి\V_VM_VNG వ్యవసాయ\N_NN చెరువుల\N_NN ప్రణాళిక\N_NN చాలా\QT_QTF ఉపయోగకరమైనది\V_VM_VF దీని\PR_PRP సముచిత\JJ లాభం\N_NN రైతులకు\N_NN లభించాలి\V_VM_VF .\RD_PUNC
HAD339	జైవిక\JJ వ్యవసాయం\N_NN వైపు\N_NST ఆకర్షణను\N_NN ఇంకా\RB పెంచవలసి\V_VM_VNF ఉంటుంది\V_VM_VF .\RD_PUNC
HAD34	బ్యాంకులు\N_NN మొత్తం\QT_QTF ఇచ్చిన\V_VM_VNF ఋణంలో\N_NN 18\QT_QTC శాతాన్ని\N_NN వ్యవసాయరంగానికే\N_NN ఇవ్వవలసి\V_VM_VNF ఉంటుంది\V_VM_VF .\RD_PUNC
HAD340	ఇంతేకాదు\RP_RPD ,\RD_PUNC ప్రసంస్కరణం\N_NN మరియు\CC_CCD పంట\N_NN తరువాతి\N_NST ఏర్పాట్ల\N_NN గురించి\PSP జాగ్రత్త\N_NN తీసుకోవటంకూడా\V_VM_VNG రైతులకు\N_NN మేలు\N_NN చేసేది\V_VM_VF అవుతుంది\V_VM_VF .\RD_PUNC
HAD341	వ్యవసాయాన్ని\N_NN లాభదాయకం\N_NN చేయటం\V_VM_VNG కేవలం\QT_QTF వ్యవసాయ\N_NN విభాగానికి\N_NN చెందిన\V_VM_VNF విషయం\N_NN కాదు\V_VM_VF దీనితో\PR_PRP ప్రజాప్రతినిధులనుకూడా\N_NN కలపాలి\V_VM_VF .\RD_PUNC
HAD342	సాంప్రదాయక\JJ పంటల\N_NN ఉత్పత్తిలో\N_NN గుణాత్మక\JJ సంస్కరణ\N_NN తేవడానికి\V_VM_VNG విస్తృతరూపంలో\N_NN పని\N_NN చేయవలసిన\V_VM_VNF అవసరం\N_NN ఉన్నది\V_VM_VF .\RD_PUNC
HAD343	ఉన్నత\JJ సాంకేతిత\JJ యొక్క\PSP ఉపయోగం\N_NN మరియు\CC_CCD మొక్కలు\N_NN నాటటంలో\V_VM_VNG వృద్ధి\N_NN చేసి\V_VM_VNF ఉత్పాదకతను\N_NN ఎక్కువ\QT_QTF చేయాలి\V_VM_VF .\RD_PUNC
HAD344	తోటలకోసం\N_NN జిల్లా\N_NN వ్యవసాయ\N_NN వాతావారణ\N_NN మరియు\CC_CCD స్థానిక\JJ వనరులను\N_NN అనుసరించి\V_VM_VNF ప్రణాళికలు\N_NN చేయాలి\V_VM_VF .\RD_PUNC
HAD345	తోటల\N_NN కార్యప్రణాళికలో\N_NN పరస్పర\PR_PRC సంబంధం\N_NN గల\V_VM_VNF విభాగాలు\N_NN సంయుక్త\JJ ప్రణాళికను\N_NN చేసి\V_VM_VNF క్రియాత్మకం\N_NN చేయాలి\V_VM_VF .\RD_PUNC
HAD346	పంట\N_NN కోసిన\V_VM_VNF తర్వాత\N_NST పొలంలో\N_NN పంట\N_NN అవశేషాలను\N_NN తగులబెట్టడం\V_VM_VNG వ్యవసాయానికి\N_NN ఆత్మహత్యాత్మకమైన\JJ అడుగువేయటం\V_VM_VNG కాగలదు\V_VM_VF .\RD_PUNC
HAD347	దీనివల్ల\PR_PRP ఇతర\JJ పొలాలలో\N_NN అగ్నిప్రమాదానికి\N_NN అవకాశం\N_NN ఉండవచ్చు\V_VM_VF ,\RD_PUNC దీనివల్ల\PR_PRP భూసారం\N_NN మీదకూడా\PSP విపరీత\JJ ప్రభావం\N_NN పడుతుంది\V_VM_VF .\RD_PUNC
HAD348	ఈ\DM_DMD విషయంలో\N_NN ఏ\DM_DMR పరిస్థితిలోను\N_NN పంట\N_NN మొదళ్ళను\N_NN తగులబెట్టరాదని\V_VM_VF రైతులకు\N_NN తెలియజేయడం\V_VM_VNG అవసరం\N_NN .\RD_PUNC
HAD349	పొలం\N_NN యొక్క\PSP సారవంతమైన\JJ పొర\N_NN సుమారు\QT_QTF ఆరు\QT_QTC అంగుళాలపై\N_NN ఉపరితలంలోనే\N_NN ఉంటుందని\V_VM_VF రైతులకు\N_NN చెప్పాలి\V_VM_VF .\RD_PUNC
HAD35	భారతదేశం\N-NNP ఎప్పటి\N_NST నుండో\PSP ఒక\QT_QTC వ్యవసాయ\N_NN ప్రధాన\JJ దేశంగా\RB ఉంటున్నది\V_VM_VF .\RD_PUNC
HAD350	దీనిలో\PR_PRP అనేక\QT_QTF విధాలయిన\N_NN జీవాణువులు\N_NN ఉంటాయి\V_VM_VF .\RD_PUNC
HAD351	ప్లాటుల\N_NN తగిన\JJ పోషణ\N_NN మరియు\CC_CCD తగిన\JJ నిర్వహణల\N_NN కోసం\PSP ప్లాటుల\N_NN చట్టం\N_NN చేయబడాలి\V_VM_VF .\RD_PUNC
HAD352	దీనితో\PR_PRP వ్యవసాయయోగ్యమైన\JJ భూమి\N_NN బంజరు\N_NN కావటం\V_VM_VNG నుంచి\PSP అడ్డుకోవచ్చు\V_VM_VF .\RD_PUNC
HAD353	వ్యవసాయయోగ్యమైన\JJ భూమిలో\N_NN కేవలం\QT_QTF వ్యవసాయమే\N_NN చేయాలనే\V_VM_VF నిబంధనకూడా\N_NN చేయబడాలి\V_VM_VF .\RD_PUNC
HAD354	వ్యవసాయానికి\N_NN నష్టం\N_NN కలిగించే\V_VM_VNF ఇతర\JJ విధానాల\N_NN మీద\PSP అంకుశాన్ని\N_NN మోపాలి\V_VM_VF .\RD_PUNC
HAD355	ప్లాటుచట్టం\N_NN లేని\V_VM_VNF చోట\N_NN ప్లాటుచట్టాన్ని\N_NN చేసి\V_VM_VNF అమలుచేయడం\V_VM_VNG ప్రభావోత్పాదకమైన\JJ చర్య\N_NN .\RD_PUNC
HAD356	దీనికోసం\PR_PRP మనం\PR_PRP జనభాగస్వామ్యంతో\N_NN ముందుకు\N_NST వెళ్ళాలి\V_VM_VF .\RD_PUNC
HAD357	మహాత్మా\N-NNP గాంధీ\N-NNP గ్రామీణ\N-NNP ఉపాధి\N-NNP హామీ\N-NNP ప్రణాళిక\N-NNP దీనిలో\PR_PRP సార్థకమైన\JJ పాత్రను\N_NN నిర్వహిస్తున్నది\V_VM_VF .\RD_PUNC
HAD358	గ్రామాల\N_NN స్థితిగతులను\N_NN అధ్యయనం\N_NN చేసే\V_VM_VNF ఒక\QT_QTC సర్వేక్షణ\N_NN బృందాన్ని\N_NN తయారు\RB చేయబడుతుంది\V_VM_VF దీనివల్ల\PR_PRP ఆ\DM_DMD ప్రదేశంలోని\N_NN అన్ని\QT_QTF గ్రామాలకు\N_NN పూర్తి\RB ప్రయోజనం\N_NN చేర్చగలుగుతాం\V_VM_VF .\RD_PUNC
HAD359	ఈ\DM_DMD సర్వేక్షణ\N_NN బృందాలు\N_NN గ్రామాలలో\N_NN ప్రముఖంగా\RB జరిగే\V_VM_VNF ఉత్పత్తులు\N_NN అక్కడ\N_NST పనికి\N_NN అవకాశం\N_NN యొక్క\PSP సమాచారం\N_NN తెలుసుకుంటాయి\V_VM_VF .\RD_PUNC
HAD36	నేడు\N_NST వ్యవసాయరంగం\N_NN అధీనంలో\N_NN విభిన్నమైన\JJ వృత్తి\N_NN వికల్పాలు\N_NN ఉన్నాయి\V_VM_VF .\RD_PUNC
HAD360	దీని\PR_PRP తర్వాత\N_NST ఆ\DM_DMD గ్రామం\N_NN యొక్క\PSP ప్రముఖ\JJ ఉత్పత్తి\N_NN నిశ్చయింపబడుతుంది\V_VM_VF .\RD_PUNC
HAD361	దీనిలో\PR_PRP పూర్తి\RB గ్రామాన్ని\N_NN ఒకే\QT_QTC ప్రమాణ\N_NN రూపంగా\RB తీసుకొని\V_VM_VNF పనిచేయగలుగుతుంది\V_VM_VF .\RD_PUNC
HAD362	గ్రామస్థులే\N_NN ఆ\DM_DMD ఉత్పత్తిని\N_NN కలసి\V_VM_VNF తయారు\RB చేస్తారు\V_VM_VF మరియు\CC_CCD లాభం\N_NN యొక్క\PSP భాగాల్ని\N_NN అందరూ\QT_QTF సమానంగా\RB పంచుకుంటారు\V_VM_VF .\RD_PUNC
HAD363	దీనికోసం\PR_PRP గ్రామీణులకు\N_NN పొదుపు\N_NN శిక్షణ\N_NN ఇవ్వబడుతుంది\V_VM_VF .\RD_PUNC
HAD364	దుర్లభజాతులైన\N_NN పశుపక్ష్యాదులను\N_NN రక్షించుకోవచ్చు\V_VM_VF .\RD_PUNC
HAD365	వాటి\PR_PRP సంరక్షణ\N_NN మరియు\CC_CCD సంవర్ధనలలోకూడా\N_NN వేగం\N_NN రాగలుగుతుంది\V_VM_VF .\RD_PUNC
HAD366	పళ్ళు,\N_NN పూలు\N_NN మరియు\CC_CCD చారిత్రక\JJ కథనాలను\N_NN (మాప్)\N_NN ప్రపంచపటంలో\N_NN పెంపొందించవచ్చు\V_VM_VF .\RD_PUNC
HAD367	గ్రామీణులు\N_NN వారి\PR_PRP ఉత్పత్తులకు\N_NN మంచి\JJ సౌందర్యం\N_NN కోసం\PSP పని\N_NN చేస్తారు\V_VM_VF .\RD_PUNC
HAD368	దీని\PR_PRP వల్ల\PSP గ్రామాలనుండి\N_NN జరిగే\V_VM_VNF వలసలు\N_NN ఆగుతాయి\V_VM_VF ,\RD_PUNC గ్రామం\N_NN స్వ్గయంసమృద్ధి\N_NN గలదవుతాయి\V_VM_VF గ్రామాలలో\N_NN సమృద్ది\N_NN కలుగుతుంది\V_VM_VF గ్రామాల్లో\N_NN వ్యాపించిన\V_VM_VNF చాలా\QT_QTF చెడులు\N_NN తగ్గడంకూడా\V_VM_VNG జరుగగలదు\V_VM_VF .\RD_PUNC
HAD369	వ్యవసాయరంగంలో\N_NN గొప్పతనాన్ని\N_NN కోరే\V_VM_VNF లక్ష్యాన్ని\N_NN చేసి\V_VM_VNF విప్లవాత్మకమైన\JJ మార్పు\N_NN చేయగలుగుతాయి\V_VM_VF .\RD_PUNC
HAD37	దేశం\N_NN మొత్తంలో\QT_QTF స్నాతక\N_NN మరియు\CC_CCD స్నాతకోత్తర\N_NN స్థాయి\N_NN వ్యవస్థ\N_NN వున్న\V_VM_VNF వ్యవసాయ\N_NN విశ్వవిద్యాలయాలు\N_NN చాలా\QT_QTF ఉన్నాయి\V_VM_VF .\RD_PUNC
HAD370	వ్యవసాయం\N_NN మరియు\CC_CCD రైతులకోసం\N_NN ఏ\DM_DMR ప్రణాళికలు\N_NN వేయబడ్డాయో\V_VM_VF అవి\PR_PRP భూసంబంధిత\JJ వాస్తవాల\N_NN మీద\PSP ఆధారపడినవి\V_VM_VF .\RD_PUNC
HAD371	ప్రదేశ\N_NN వికాసం\N_NN యొక్క\PSP అదృష్టాన్ని\N_NN రూపురేకల్ని\N_NN మార్చడంలో\V_VM_VNG వ్యవసాయ\N_NN విభాగం\N_NN పాత్ర\N_NN గొప్పది\N_NN .\RD_PUNC
HAD372	దీనికోసం\PR_PRP మార్పు\N_NN ఆధారపడిన\V_VM_VNF కార్యశైలిని\N_NN బలిష్ఠం\N_NN చేయవలసిన\V_VM_VNF అవసరం\N_NN ఉంది\V_VM_VF .\RD_PUNC
HAD373	రైతులకు\N_NN సమయానికి\N_NN సరయిన\V_VM_VNF ఎరువుల\N_NN విత్తనాలు\N_NN ,\RD_PUNC ఔషధాలు\N_NN ,\RD_PUNC సాధనాలు\N_NN లభిస్తాయి\V_VM_VF దీనికోసం\PR_PRP పెద్ద\JJ ఎత్తున\N_NN తగిన\JJ ఏర్పాట్లు\N_NN చేయబడాలి\V_VM_VF .\RD_PUNC
HAD374	బార్లీ\N_NN పంట\N_NN వర్షపాతం\N_NN గల\V_VM_VNF ప్రదేశాలు\N_NN ,\RD_PUNC తక్కువ\QT_QTF ఉపయోగపడే\V_VM_VNF ఆమ్లత్వం\N_NN ,\RD_PUNC లవణత్వం\N_NN లేక\CC_CCD క్షారత్వం\N_NN గల\V_VM_VNF భూములలోకూడా\N_NN గోధుమకంటె\N_NN శ్రేష్ఠమైన\JJ దిగుబడిని\N_NN ఇస్తుంది\V_VM_VF .\RD_PUNC
HAD375	బార్లీపంట\N_NN పరిమిత\JJ వనరులతో\N_NN ఉపలబ్ధతలో\N_NN మంచి\JJ దిగుబడిని\N_NN ఇస్తుంది\V_VM_VF .\RD_PUNC
HAD376	బార్లీ\N_NN పండించే\V_VM_VNF రాష్ట్రాలలో\N_NN ఉత్తర\N-NNP ప్రదేశ్\N-NNP ,\RD_PUNC రాజస్థాన్\N-NNP ,\RD_PUNC పంజాబు\N-NNP ,\RD_PUNC హర్యానా\N-NNP ,\RD_PUNC మధ్యప్రదేశ్\N-NNP ,\RD_PUNC హిమాచల్\N-NNP ప్రదేశ్\N-NNP ,\RD_PUNC ఉత్తరాఖండ్\N-NNP మరియు\CC_CCD గుజరాతు\N-NNP రాష్ట్రాలు\N_NN ప్రముఖమైనవి\V_VM_VF .\RD_PUNC
HAD377	మన\PR_PRP దేశంలో\N_NN 8\QT_QTC .47\QT_QTC లక్షల\QT_QTC హెక్టారులలో\N_NN బార్లీ\N_NN పండించబడుతున్నది,\V_VM_VF కాగా\CC_CCD బార్లీ\N_NN పూర్తి\RB ఉత్పత్తి\N_NN 16\QT_QTC .7\QT_QTC లక్షల\QT_QTC టన్నులు\N_NN .\RD_PUNC
HAD378	బార్లీ\N_NN యొక్క\PSP సగటు\N_NN ఉత్పాదకత\N_NN హెక్టారుకు\N_NN 19\QT_QTC .6\QT_QTC క్వింటాళ్ళు\N_NN .\RD_PUNC
HAD379	బార్లీ\N_NN ఒక\QT_QTC వ్యావసాయికమైన\JJ మరియు\CC_CCD పారిశ్రామికమైన\JJ పంటకూడా\N_NN .\RD_PUNC
HAD38	అంతేకాకుండా\RP_RPD పరిశోధనకుకూడా\N_NN శ్రేష్ఠమైన\JJ సౌకర్యాలు\N_NN లభిస్తున్నాయి\V_VM_VF .\RD_PUNC
HAD380	అనేక\QT_QTF ఔషధాల\N_NN తయారీలో\N_NN బార్లీ\N_NN ఉపయోగం\N_NN జరుపబడుతున్నది\V_VM_VF .\RD_PUNC
HAD381	వివిధరకాల\N_NN మాల్టులు\N_NN ,\RD_PUNC ఔషధాలు\N_NN ,\RD_PUNC బీరు\N_NN ,\RD_PUNC బ్రాందీ\N_NN మరియు\CC_CCD విస్కీ\N_NN మొదలయిన\JJ తాగే\V_VM_VNF పదార్థాల\N_NN తయారీలో\N_NN చేయబడుతున్నది\V_VM_VF .\RD_PUNC
HAD382	బార్లీ\N_NN ఒక\QT_QTC పౌష్టిక,\N_NN ఆరోగ్యవర్థక,\N_NN బాగా\N_NN వండదగిన\V_VM_VNF ఆహారధాన్యం\N_NN .\RD_PUNC
HAD383	బార్లీ\N_NN పంట\N_NN నుండి\PSP వచ్చే\V_VM_VNF పొట్టు\N_NN పశువులకు\N_NN రుచికరమైన\JJ మరియు\CC_CCD ఇష్టమైన\JJ ఆహారం\N_NN .\RD_PUNC
HAD384	బార్లీ\N_NN పచ్చిగడ్డి\N_NN రూపంలో\N_NN కూడా\RP_RPD ఉపయోగింపబడుతున్నది\V_VM_VF .\RD_PUNC
HAD385	దీని\PR_PRP గింజలను\N_NN కోళ్ళకు\N_NN మరియు\CC_CCD జంతువులకు\N_NN తినిపించడానికికూడా\V_VM_VNG చేయబడుతున్నవి\V_VM_VF .\RD_PUNC
HAD386	మన\PR_PRP దేశంలో\N_NN బార్లీ\N_NN రబీ\N_NN పంటగా\RB పండుతున్నది\V_VM_VF .\RD_PUNC
HAD387	బార్లీ\N_NN వ్యవసాయానికి\N_NN చల్లని\JJ తేమగల\N_NN శీతోష్ణస్థ్తితి\N_NN సర్వశ్రేష్టంగా\RB ఉంటుంది\V_VM_VF .\RD_PUNC
HAD388	ఆ\DM_DMD విధంగా\RB బార్లీ\N_NN శీతోష్ణ\JJ వాతావరణ\N_NN సంబంధమైన\JJ పంట\N_NN ,\RD_PUNC కాని\CC_CCD ఉపోష్ణ\N_NN వాతావరణంలో\N_NN దీని\PR_PRP సాగు\N_NN సులువుగా\RB చేయబడవచ్చు\V_VM_VF .\RD_PUNC
HAD389	దీని\PR_PRP సాగును\N_NN 60-100\QT_QTC సెం.మీ.\N_NN వార్షిక\N_NN వర్షపాతం\N_NN గల\V_VM_VNF ప్రాంతాలలోకూడా\N_NN సులువుగా\RB చేయవచ్చు\V_VM_VF .\RD_PUNC
HAD39	భౌతికశాస్త్రం,\N_NN రసాయనికశాస్త్రం,\N_NN గణిత\N_NN శాస్త్రం\N_NN లేక\CC_CCD జీవ\N_NN శాస్త్రాలతో\N_NN 12వ\QT_QTO తరగతి\N_NN ఉత్తీర్ణులైన\V_VM_VNF విద్యార్థులు\N_NN కూడిన\V_VM_VNF ఇంజనీరింగులో\N_NN ప్రవేశం\N_NN పొందగలుగుతున్నారు\V_VM_VF .\RD_PUNC
HAD390	దీనిని\PR_PRP సముద్రమట్టం\N_NN నుంచి\PSP 4000\QT_QTC మీటర్ల\N_NN ఎత్తు\N_NN వరకు\PSP సఫలతాపూర్వకంగా\RB నాటవచ్చు\V_VM_VF .\RD_PUNC
HAD391	ఇది\PR_PRP మొలకెత్తడానికి\V_VM_VNG 250-300\QT_QTC ఉష్ణోగ్రత\N_NN అవసరం\N_NN .\RD_PUNC
HAD392	ఇది\PR_PRP పుష్పించే\V_VM_VNF సమయంలో\N_NN మంచుపడటం\V_VM_VNG హానికరం\N_NN అవుతుంది\V_VM_VF .\RD_PUNC
HAD393	బార్లీ\N_NN మొక్కలలో\N_NN ఎండను\N_NN భరించే\V_VM_VNF శక్తి\N_NN చాలా\QT_QTF ఉన్నది\V_VM_VF .\RD_PUNC
HAD394	పంట\N_NN పండే\V_VM_VNF సమయంలో\N_NN ఎక్కువ\QT_QTF తేమ\N_NN యొక్క\PSP హానికరమైన\JJ ప్రభావం\N_NN ఉత్పత్తి\N_NN మీద\PSP పడుతుంది\V_VM_VF .\RD_PUNC
HAD395	నాటు\N_NN సమయంలో\N_NN నేలలో\N_NN తగినంత\JJ తేమ\N_NN ఉండాలి\V_VM_VF .\RD_PUNC
HAD396	తగిన\JJ తేమ\N_NN లేకపోవటం\V_VM_VNG వల్ల\PSP గింజ\N_NN ఏర్పడటం\V_VM_VNG సరిగా\RB జరగదు\V_VM_VF .\RD_PUNC
HAD397	నాటును\N_NN తూర్పు\N_NN పశ్చిమ\N_NN దిశలలో\N_NN చేయాలి\V_VM_VF దీనివల్ల\PR_PRP అన్నిమొక్కలకు\N_NN సూర్యకాంతి\N_NN తగినంత\V_VM_VNF పరిమాణంలోను\N_NN మరియు\CC_CCD ఎక్కువసేపు\QT_QTF లభిస్తుంది\V_VM_VF .\RD_PUNC
HAD398	పొట్టిబార్లీ\N_NN లేక\CC_CCD సగం\N_NN పొట్టిరకాలకు\N_NN సేంద్రీయ\N_NN మరియు\CC_CCD రసాయనిక\JJ ఎరువుల\N_NN ఆవశ్యకత\N_NN అధికంగా\RB ఉంటుంది\V_VM_VF .\RD_PUNC
HAD399	పరిపూర్ణమైన\JJ గుణవంతమయిన\V_VM_VNF దిగుబడికి\N_NN బార్లీ\N_NN సాగులో\N_NN సేంద్రీయ\N_NN మరియు\CC_CCD రసాయనిక\N_NN ఎరువుల\N_NN అధికమైన\JJ సాయం\N_NN ఉన్నది\V_VM_VF .\RD_PUNC
HAD4	నష్టపరిహారం\N_NN చెల్లించే\V_VM_VNF పేరుతో\N_NN రైతులతోపాటు\N_NN అధికారులు\N_NN మరియు\CC_CCD ఎ\N-NNP .డి\N-NNP .యం\N_NN ఎల్\N_NN .ఎ\N_NN కార్యాలయం\N_NN ఒకటి\QT_QTC రెండు\QT_QTC కోట్ల\QT_QTC రూపాయలు\N_NN గ్రామాలకు\N_NN పంపి\V_VM_VNF పరిహాస్యం\N_NN చేస్తున్నది\V_VM_VF .\RD_PUNC
HAD40	భౌతిక,\N_NN రసాయన\N_NN శాస్త్రాలు\N_NN మరియు\CC_CCD జీవశాస్త్రాలతో\N_NN 12వ\QT_QTC తరగతి\N_NN ఉత్తీర్ణులైన\V_VM_VNF విద్యార్థులు\N_NN పట్టుపురుగుల\N_NN పెంపకంతో\N_NN కూడిన\V_VM_VNF పాఠ్యాంశాలలో\N_NN ప్రవేశం\N_NN పొందగలుగుతున్నారు\V_VM_VF .\RD_PUNC
HAD400	దేశంలో\N_NN అధికభాగం\QT_QTF ప్రదేశాల్లో\N_NN బార్లీ\N_NN వర్షాధార\N_NN పంటగా\RB నాటబడుతున్నది\V_VM_VF .\RD_PUNC
HAD401	దీనితోపాటు\PR_PRP బార్లీలో\N_NN ఇతర\JJ ఆహారధాన్యాల\N_NN పంటలకంటె\N_NN వేస్తే\V_VM_VNF అధికోష్ణాన్ని\QT_QTF భరించే\V_VM_VNF శక్తి\N_NN ఉంటుంది\V_VM_VF .\RD_PUNC
HAD402	భారతదేశంలో\N-NNP ఎల్లప్పుడూ\N_NST వివిధ\JJ రకాల\N_NN ప్రయోగాలు\N_NN జరుగుతున్నాయి\V_VM_VF .\RD_PUNC
HAD403	భారతీయ\N-NNP రైతులు\N_NN ఈ\DM_DMD ప్రయోగాల\N_NN విధానంవల్లనే\N_NN నేడు\N_NST ప్రపంచమంతా\N_NN తమ\PR_PRP ఢంకా\N_NN మోగిస్తున్నారు\V_VM_VF .\RD_PUNC
HAD404	కొందరు\QT_QTF రైతులు\N_NN పరంపరాచారాన్ని\N_NN విడిచి\V_VM_VNF కొన్ని\QT_QTF వేరే\JJ నవీకరించడాన్ని\V_VM_VNG విశ్వసిస్తున్నారు\V_VM_VF .\RD_PUNC
HAD405	ఇటువంటి\JJ రైతులు\N_NN వారి\PR_PRP ప్రాంతంలోని\N_NN ప్రజలను\N_NN ఆదర్శంగా\RB చేస్తున్నారు\V_VM_VF .\RD_PUNC
HAD406	చెప్పడం\V_VM_VNG కోసం\PSP ఉత్తరప్రదేశ్\N-NNP లోని\PSP ఫరూఖాబాద్\N-NNP జిల్లాలో\N_NN బంగాళాదుంప\N_NN వ్యవసాయం\N_NN గురించి\PSP తెలుసుకోవాలి\V_VM_VF కాని\CC_CCD ఇప్పుడు\N_NST అక్కడ\N_NST బంగాళాదుంపలే\N_NN కాకుండా\RP_RPD ఇతర\JJ వ్యవసాయాలవైపు\N_NN కూడా\RP_RPD రైతుల\N_NN అనుబంధం\N_NN ఎక్కువగా\RB ఉంది\V_VM_VF .\RD_PUNC
HAD407	ఈ\DM_DMD రైతులు\N_NN పారంపర్యమైన\JJ బంగాళాదుంపల\N_NN వ్యవసాయాన్ని\N_NN వదలి\V_VM_VNF మెంతి\N_NN వ్యవసాయాన్ని\N_NN ప్రారంభించారు\V_VM_VF .\RD_PUNC
HAD408	తక్కువ\QT_QTF పెట్టుబడితో\N_NN అధికలాభం\N_NN పొందిన\V_VM_VNF తర్వాత\N_NST ఈ\DM_DMD గ్రామంలో\N_NN రైతులందరూ\N_NN వ్యవసాయంవైపు\N_NN పెద్ద\JJ అడుగులు\N_NN వేశారు\V_VM_VF .\RD_PUNC
HAD409	ఏ\DM_DMR వ్యవసాయం\N_NN చేసినా\V_VM_VNF అది\PR_PRP లాభకరంగా\RB ఉండాలని\V_VM_VF రైతుల\N_NN తలంపు\N_NN .\RD_PUNC
HAD41	మొక్కలయొక్క\N_NN విభిన్న\JJ రోగాల\N_NN అధ్యయనం\N_NN వ్యవసాయ\N_NN విజ్ఞానం\N_NN యొక్క\PSP ఏ\DM_DMQ శాఖ\N_NN కింద\N_NST చెయ్యబడుతుందో\V_VM_VF ,\RD_PUNC దానిని\PR_PRP వృక్షనిర్మాణ\N_NN శాస్త్రం\N_NN అంటారు\V_VM_VF .\RD_PUNC
HAD410	ఫరూఖబాదు\N-NNP జిల్లాలోని\N_NN వలీపూరుకు\N-NNP చెందిన\V_VM_VNF ఓంప్రకాశ్\N-NNP మెంతివ్యవసాయాన్ని\N_NN ప్రారంభం\N_NN చేశాడు\V_VM_VF .\RD_PUNC
HAD411	ఆ\DM_DMD తర్వాత\N_NST ఇప్పుడు\N_NST గ్రామమంతా\N_NN ఈ\DM_DMD వ్యవసాయంలో\N_NN కలసిపోయింది\V_VM_VF .\RD_PUNC
HAD412	ఓంప్రకాశ్\N-NNP చాలా\QT_QTF సంవత్సరాలుగా\N_NN బంగాళాదుంపల\N_NN సాగు\N_NN చేస్తున్నట్లు\V_VM_VNF చెప్పాడు\V_VM_VF .\RD_PUNC
